epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.94369507,0.94369507,0.15643908689870986,0.9740624,0.9740624,0.08092315320436093
1,0.969552,0.969552,0.0946741698224764,0.97382873,0.97382873,0.08033215497925186
2,0.9734701,0.9734701,0.08315199101898077,0.98107255,0.98107255,0.062114625710017746
3,0.9748161,0.9748161,0.07966709022264863,0.9806052,0.9806052,0.06006247727308113
4,0.97743315,0.97743315,0.07245805285730192,0.9773338,0.9773338,0.06691045390067918
5,0.9786894,0.9786894,0.0665031333955409,0.98177356,0.98177356,0.06042219319980701
6,0.9800802,0.9800802,0.06389305731926216,0.9822409,0.9822409,0.05281551910266376
7,0.9800353,0.9800353,0.05992214997636792,0.9806052,0.9806052,0.05825509931463437
8,0.98073816,0.98073816,0.05890754612010395,0.98118937,0.98118937,0.056958236240084684
9,0.9814261,0.9814261,0.056014078941008794,0.9821241,0.9821241,0.05518839896950039
10,0.981785,0.981785,0.053394356950206195,0.98037153,0.98037153,0.05546893135271597
11,0.9828767,0.9828767,0.05209141349983859,0.98387665,0.98387665,0.050021551790018166
12,0.98408806,0.98408806,0.048441514738346195,0.98235774,0.98235774,0.051026186978868605
13,0.984118,0.984118,0.04850287630254549,0.98259145,0.98259145,0.051534928926537125
14,0.98504514,0.98504514,0.04661029837164276,0.98165673,0.98165673,0.05320150042367303
15,0.9840432,0.9840432,0.04705954744570969,0.9835261,0.9835261,0.05057378752567967
16,0.98553866,0.98553866,0.043862294598180654,0.9827083,0.9827083,0.0497683097337935
17,0.98558354,0.98558354,0.04201127894627979,0.9834093,0.9834093,0.05066043121730646
18,0.9858527,0.9858527,0.0436783679126443,0.9809557,0.9809557,0.0565431337272096
19,0.98648083,0.98648083,0.04064996236369345,0.98387665,0.98387665,0.05099697540179465
0,0.9526829123497009,0.9526829123497009,0.13539017736911774,0.9657670259475708,0.9657670259475708,0.10208777338266373
1,0.9709427356719971,0.9709427356719971,0.08684825897216797,0.9773337841033936,0.9773337841033936,0.06954225897789001
2,0.9747263193130493,0.9747263193130493,0.07629741728305817,0.9769833087921143,0.9769833087921143,0.06735678017139435
3,0.9766106605529785,0.9766106605529785,0.07041356712579727,0.9820072650909424,0.9820072650909424,0.057162702083587646
4,0.9777621626853943,0.9777621626853943,0.06749724596738815,0.9788526892662048,0.9788526892662048,0.06203413009643555
5,0.9789136648178101,0.9789136648178101,0.06354645639657974,0.9841102957725525,0.9841102957725525,0.05306978523731232
6,0.9799306392669678,0.9799306392669678,0.059880197048187256,0.983058750629425,0.983058750629425,0.05208466202020645
7,0.9817401170730591,0.9817401170730591,0.056819476187229156,0.9808388948440552,0.9808388948440552,0.056131597608327866
8,0.9816803336143494,0.9816803336143494,0.05413728579878807,0.983058750629425,0.983058750629425,0.050755586475133896
9,0.9821439385414124,0.9821439385414124,0.05382854491472244,0.9829419255256653,0.9829419255256653,0.05052195116877556
10,0.9828916788101196,0.9828916788101196,0.050947513431310654,0.984343945980072,0.984343945980072,0.050514139235019684
11,0.9824878573417664,0.9824878573417664,0.051414087414741516,0.9816567301750183,0.9816567301750183,0.05707431957125664
12,0.9836394190788269,0.9836394190788269,0.049628324806690216,0.982591450214386,0.982591450214386,0.053778309375047684
13,0.9842076897621155,0.9842076897621155,0.04740830510854721,0.9839934706687927,0.9839934706687927,0.05291660130023956
14,0.9845964908599854,0.9845964908599854,0.04767826572060585,0.9841102957725525,0.9841102957725525,0.048888158053159714
15,0.9848806858062744,0.9848806858062744,0.04676011577248573,0.9835261106491089,0.9835261106491089,0.05090029537677765
16,0.9849554300308228,0.9849554300308228,0.044964201748371124,0.9834092855453491,0.9834092855453491,0.053113650530576706
17,0.9853741526603699,0.9853741526603699,0.04382827877998352,0.9836429357528687,0.9836429357528687,0.05139272287487984
18,0.9849703907966614,0.9849703907966614,0.04423488304018974,0.9829419255256653,0.9829419255256653,0.05414263904094696
19,0.98553866147995,0.98553866147995,0.04214322566986084,0.9787358045578003,0.9787358045578003,0.06377018243074417
