epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
9,0.988948404788971,0.988948404788971,0.032917946577072144,0.9864470362663269,0.9864470362663269,0.036024171859025955
10,0.9889184832572937,0.9889184832572937,0.03284856677055359,0.9910036325454712,0.9910036325454712,0.02718130312860012
11,0.9886791706085205,0.9886791706085205,0.03204210475087166,0.9920551180839539,0.9920551180839539,0.025198837742209435
12,0.9893970489501953,0.9893970489501953,0.030514756217598915,0.9896016120910645,0.9896016120910645,0.03111075796186924
13,0.9895614981651306,0.9895614981651306,0.030755337327718735,0.991470992565155,0.991470992565155,0.026792166754603386
14,0.9897409677505493,0.9897409677505493,0.029947564005851746,0.9881995320320129,0.9881995320320129,0.037434592843055725
15,0.9898605942726135,0.9898605942726135,0.02942856401205063,0.9917046427726746,0.9917046427726746,0.026066577062010765
16,0.9897110462188721,0.9897110462188721,0.031223846599459648,0.9892510771751404,0.9892510771751404,0.034829363226890564
17,0.9908177256584167,0.9908177256584167,0.026952829211950302,0.9883164167404175,0.9883164167404175,0.028256600722670555
18,0.9903541207313538,0.9903541207313538,0.026930660009384155,0.9929898381233215,0.9929898381233215,0.024750078096985817
19,0.9909074306488037,0.9909074306488037,0.026398034766316414,0.9908868074417114,0.9908868074417114,0.024540884420275688
0,0.969596803188324,0.969596803188324,0.08722179383039474,0.9879658818244934,0.9879658818244934,0.03941645845770836
1,0.9815158247947693,0.9815158247947693,0.054956842213869095,0.9860965013504028,0.9860965013504028,0.045700933784246445
2,0.9838786721229553,0.9838786721229553,0.048963405191898346,0.9876153469085693,0.9876153469085693,0.03871229663491249
3,0.9847161769866943,0.9847161769866943,0.04500707611441612,0.9896016120910645,0.9896016120910645,0.03145424276590347
4,0.9865555763244629,0.9865555763244629,0.04089135304093361,0.983876645565033,0.983876645565033,0.04605530574917793
5,0.986720085144043,0.986720085144043,0.037722811102867126,0.9870312213897705,0.9870312213897705,0.03591541573405266
6,0.9876173734664917,0.9876173734664917,0.036450959742069244,0.9860965013504028,0.9860965013504028,0.03990517184138298
7,0.9878866076469421,0.9878866076469421,0.03545726463198662,0.9903026223182678,0.9903026223182678,0.029102176427841187
8,0.9873781204223633,0.9873781204223633,0.035502560436725616,0.989835262298584,0.989835262298584,0.02918522246181965
9,0.9887689352035522,0.9887689352035522,0.03385711833834648,0.985629141330719,0.985629141330719,0.03516551852226257
10,0.9889184832572937,0.9889184832572937,0.03194890916347504,0.9901857972145081,0.9901857972145081,0.024828970432281494
11,0.9894717931747437,0.9894717931747437,0.030192704871296883,0.9818903803825378,0.9818903803825378,0.04861218109726906
12,0.9895914196968079,0.9895914196968079,0.03077496401965618,0.9858628511428833,0.9858628511428833,0.03824438527226448
13,0.9889633059501648,0.9889633059501648,0.032000526785850525,0.9910036325454712,0.9910036325454712,0.028151031583547592
14,0.9902195334434509,0.9902195334434509,0.029743166640400887,0.9906530976295471,0.9906530976295471,0.02867816761136055
15,0.9895316362380981,0.9895316362380981,0.030733002349734306,0.9844608306884766,0.9844608306884766,0.044701654464006424
16,0.9902644157409668,0.9902644157409668,0.02909867651760578,0.9910036325454712,0.9910036325454712,0.02672800049185753
17,0.9905635118484497,0.9905635118484497,0.02789442241191864,0.9907699227333069,0.9907699227333069,0.028379308059811592
18,0.9904887080192566,0.9904887080192566,0.026719337329268456,0.9921720027923584,0.9921720027923584,0.0266302190721035
19,0.9906681776046753,0.9906681776046753,0.026638466864824295,0.9908868074417114,0.9908868074417114,0.024760734289884567
