epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.9015852,0.9015852,0.2663804031771814,0.9297424,0.9297424,0.17885497839689535
1,0.92829883,0.92829883,0.1893571681971419,0.93442625,0.93442625,0.16683481482295995
2,0.9293263,0.9293263,0.19038602867464863,0.91978925,0.91978925,0.18991073582809967
3,0.93277556,0.93277556,0.16839403898490607,0.9326698,0.9326698,0.16596000798186178
4,0.9387935,0.9387935,0.1591897665028283,0.93442625,0.93442625,0.17199979048545103
5,0.9393806,0.9393806,0.1535168466937799,0.9379391,0.9379391,0.159486666322845
6,0.94158226,0.94158226,0.14774457771540492,0.9326698,0.9326698,0.17110708898339044
7,0.94591224,0.94591224,0.13698459085053535,0.9314988,0.9314988,0.17569272075310804
8,0.94649935,0.94649935,0.13567781105416646,0.93969554,0.93969554,0.15324025890251197
9,0.9495083,0.9495083,0.1270540112504591,0.9379391,0.9379391,0.1643060062503752
10,0.9500954,0.9500954,0.12423242854946041,0.9215457,0.9215457,0.18367856186820058
11,0.95060915,0.95060915,0.12104593791722656,0.9350117,0.9350117,0.17701104887901856
12,0.95670044,0.95670044,0.10948669053608671,0.9303279,0.9303279,0.1730975959778805
13,0.95809484,0.95809484,0.10507444453829101,0.9355972,0.9355972,0.17059413631666404
14,0.9603699,0.9603699,0.09851947535962877,0.9285714,0.9285714,0.17994361552322585
15,0.9636724,0.9636724,0.09172645201650936,0.9314988,0.9314988,0.18185291904983367
16,0.9649934,0.9649934,0.09183036864982747,0.9320843,0.9320843,0.2208943712901034
17,0.9670483,0.9670483,0.08498579546815759,0.94028103,0.94028103,0.20586718135582616
18,0.9702774,0.9702774,0.07877011605686472,0.9285714,0.9285714,0.1934257010847564
19,0.9707177,0.9707177,0.07532456071775871,0.9385246,0.9385246,0.1882258632758408
