epoch,accuracy,categorical_accuracy,loss,val_accuracy,val_categorical_accuracy,val_loss
0,0.8952004,0.8952004,0.2597613975560982,0.9461358,0.9461358,0.14578686818585185
1,0.93747246,0.93747246,0.16296104439839768,0.9601874,0.9601874,0.10514724905443415
2,0.94928813,0.94928813,0.13120479169567567,0.9596019,0.9596019,0.11014786248359244
3,0.9575077,0.9575077,0.11370639978327993,0.9677986,0.9677986,0.08911349033321793
4,0.95912224,0.95912224,0.1093600308977786,0.9590164,0.9590164,0.10586139930966168
5,0.9655805,0.9655805,0.09531389707342637,0.9625293,0.9625293,0.1073552421850329
6,0.9649934,0.9649934,0.09202079465302465,0.95725995,0.95725995,0.10977153256928125
7,0.96734184,0.96734184,0.08403923291793378,0.9531616,0.9531616,0.12628376370500904
8,0.9717452,0.9717452,0.07689799295111444,0.96428573,0.96428573,0.09887723931584691
9,0.9709379,0.9709379,0.07509821548382126,0.9508197,0.9508197,0.13544069336529874
10,0.97497433,0.97497433,0.06911580688475252,0.9613583,0.9613583,0.12073368478056035
11,0.97556144,0.97556144,0.06471677898992803,0.96370023,0.96370023,0.10515585599905557
12,0.97813004,0.97813004,0.05874680418947116,0.96370023,0.96370023,0.09763682081578932
13,0.9690298,0.9690298,0.08235589633004774,0.96545666,0.96545666,0.10373804310066255
14,0.98216647,0.98216647,0.049500443658378794,0.96487117,0.96487117,0.11355305550073598
15,0.98011154,0.98011154,0.052214449339908646,0.96487117,0.96487117,0.10793305799747824
16,0.98400116,0.98400116,0.0453984648671122,0.96428573,0.96428573,0.12206095322667768
17,0.9848818,0.9848818,0.042535945855690205,0.96311474,0.96311474,0.12797735353480028
18,0.98414797,0.98414797,0.04497873663644471,0.96428573,0.96428573,0.11559122135548905
19,0.98671657,0.98671657,0.03615786350290781,0.96487117,0.96487117,0.12586968327655437
0,0.9696662425994873,0.9696662425994873,0.0967196524143219,0.985699474811554,0.985699474811554,0.051908526569604874
1,0.9778867959976196,0.9778867959976196,0.073915034532547,0.990466296672821,0.990466296672821,0.03944104537367821
2,0.9815860390663147,0.9815860390663147,0.06402908265590668,0.990051805973053,0.990051805973053,0.03650915250182152
3,0.9827643036842346,0.9827643036842346,0.058375146239995956,0.9879792928695679,0.9879792928695679,0.043443046510219574
4,0.9846824407577515,0.9846824407577515,0.05185064673423767,0.9879792928695679,0.9879792928695679,0.04284337908029556
5,0.9846550226211548,0.9846550226211548,0.04768894612789154,0.9838342070579529,0.9838342070579529,0.05345379188656807
6,0.9855866432189941,0.9855866432189941,0.044452961534261703,0.989015519618988,0.989015519618988,0.035075027495622635
7,0.9873678088188171,0.9873678088188171,0.038649704307317734,0.991295337677002,0.991295337677002,0.030311940237879753
8,0.9878062009811401,0.9878062009811401,0.036568861454725266,0.990051805973053,0.990051805973053,0.032134395092725754
9,0.9889571070671082,0.9889571070671082,0.03338754177093506,0.989844560623169,0.989844560623169,0.03334946557879448
10,0.9892311096191406,0.9892311096191406,0.0309369508177042,0.987150251865387,0.987150251865387,0.041605718433856964
11,0.9897791147232056,0.9897791147232056,0.02977697178721428,0.990259051322937,0.990259051322937,0.041889939457178116
12,0.9899435639381409,0.9899435639381409,0.02864108607172966,0.9910880923271179,0.9910880923271179,0.033521704375743866
13,0.9902997612953186,0.9902997612953186,0.026953155174851418,0.989844560623169,0.989844560623169,0.0356597863137722
14,0.9910122156143188,0.9910122156143188,0.025158774107694626,0.9877720475196838,0.9877720475196838,0.04265734553337097
15,0.9907382130622864,0.9907382130622864,0.025458859279751778,0.990051805973053,0.990051805973053,0.03926866501569748
16,0.991943895816803,0.991943895816803,0.023058218881487846,0.9896373152732849,0.9896373152732849,0.03946680203080177
17,0.9921904802322388,0.9921904802322388,0.02145826630294323,0.9883937835693359,0.9883937835693359,0.04046446457505226
18,0.9933961629867554,0.9933961629867554,0.01980389654636383,0.9910880923271179,0.9910880923271179,0.03113483265042305
19,0.9927659630775452,0.9927659630775452,0.019927995279431343,0.98860102891922,0.98860102891922,0.040516406297683716
0,0.9689263701438904,0.9689263701438904,0.10018870234489441,0.9867357611656189,0.9867357611656189,0.04970197379589081
0,0.9696114659309387,0.9696114659309387,0.09772024303674698,0.9852849841117859,0.9852849841117859,0.045935798436403275
0,0.9698854684829712,0.9698854684829712,0.09518182277679443,0.9865285158157349,0.9865285158157349,0.04810091853141785
1,0.9797500967979431,0.9797500967979431,0.06914731860160828,0.9883937835693359,0.9883937835693359,0.04375601187348366
2,0.9820244312286377,0.9820244312286377,0.05962071940302849,0.990259051322937,0.990259051322937,0.03711564466357231
3,0.9835589528083801,0.9835589528083801,0.053184814751148224,0.991295337677002,0.991295337677002,0.030817760154604912
4,0.9849838614463806,0.9849838614463806,0.04768696427345276,0.990051805973053,0.990051805973053,0.03448222577571869
5,0.9855318665504456,0.9855318665504456,0.044917184859514236,0.990466296672821,0.990466296672821,0.03338521346449852
6,0.9861072897911072,0.9861072897911072,0.042525384575128555,0.991502583026886,0.991502583026886,0.029450368136167526
7,0.9870389699935913,0.9870389699935913,0.039132196456193924,0.98860102891922,0.98860102891922,0.041487015783786774
8,0.9882446527481079,0.9882446527481079,0.038286373019218445,0.9896373152732849,0.9896373152732849,0.0363771952688694
9,0.9876143932342529,0.9876143932342529,0.03713187575340271,0.9906736016273499,0.9906736016273499,0.034965891391038895
10,0.9887378811836243,0.9887378811836243,0.03550288453698158,0.9908808469772339,0.9908808469772339,0.031596649438142776
11,0.9887104630470276,0.9887104630470276,0.03253171592950821,0.9892228245735168,0.9892228245735168,0.035055674612522125
12,0.9894229173660278,0.9894229173660278,0.031412310898303986,0.9892228245735168,0.9892228245735168,0.034226514399051666
13,0.9888474941253662,0.9888474941253662,0.031282003968954086,0.9896373152732849,0.9896373152732849,0.03441617637872696
14,0.9906560182571411,0.9906560182571411,0.027099845930933952,0.9908808469772339,0.9908808469772339,0.03018185682594776
15,0.9906286001205444,0.9906286001205444,0.026790548115968704,0.9906736016273499,0.9906736016273499,0.03146651014685631
16,0.9914232492446899,0.9914232492446899,0.024314625188708305,0.9910880923271179,0.9910880923271179,0.03214830905199051
17,0.9922453165054321,0.9922453165054321,0.02249818481504917,0.9877720475196838,0.9877720475196838,0.0418066680431366
18,0.9923549294471741,0.9923549294471741,0.022179611027240753,0.9908808469772339,0.9908808469772339,0.033412400633096695
19,0.9919712543487549,0.9919712543487549,0.023226477205753326,0.989844560623169,0.989844560623169,0.035596612840890884
